,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14052,14896,R-Type Delta,PS,1998,Action,Irem Software Engineering,0.01,0.01,0,0,0.03
14053,14897,Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14054,14898,Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03
14055,14899,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.02,0,0,0,0.03
14057,14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0,0,0.03,0,0.03
14058,14902,Napoleon Dynamite: The Game,DS,2007,Strategy,Crave Entertainment,0.02,0,0,0,0.03
14059,14903,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,0,0,0.03,0,0.03
14060,14905,War Gods,PS,1996,Action,GT Interactive,0.01,0.01,0,0,0.03
14061,14906,Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03
14062,14907,Doki Oki,PS,1995,Adventure,Banpresto,0,0,0.02,0,0.03
14063,14908,Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0,0,0.03,0,0.03
14064,14909,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0,0,0.03,0,0.03
14065,14910,Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,0,0,0.03,0,0.03
14066,14911,Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0,0,0.03,0,0.03
14067,14912,Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
14068,14913,Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,0.02,0,0,0,0.02
14069,14914,Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0,0,0.02,0,0.02
14070,14915,Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,0.02,0,0,0,0.02
14071,14916,Ghostbusters (2016),XOne,2016,Action,Activision,0.02,0,0,0,0.02
14072,14917,Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,0,0.02,0,0,0.02
14074,14919,DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02
14075,14920,ZooCube,GC,2002,Strategy,Acclaim Entertainment,0.02,0,0,0,0.02
14076,14921,Puppet Show 3: Lost Town,PC,2011,Strategy,Focus Home Interactive,0,0.02,0,0,0.02
14077,14922,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,0.02,0,0,0.02
14078,14923,Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.02
14079,14924,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
14080,14925,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0,0,0.02,0,0.02
14081,14926,Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,0.02,0.01,0,0,0.02
14082,14927,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,0,0,0.02,0,0.02
14083,14928,Tube Slider,GC,,Racing,Unknown,0.02,0,0,0,0.02
14084,14929,Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment,0,0.02,0,0,0.02
14086,14931,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Action,5pb,0,0,0.02,0,0.02
14088,14933,ParaWorld,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.02
14089,14934,Tropico Reloaded,PC,2009,Strategy,Kalypso Media,0,0.02,0,0,0.02
14090,14935,Shinseiki Evangelion: Battle Orchestra,PS2,2007,Action,Broccoli,0,0,0.02,0,0.02
14091,14936,Pharaoh,PC,1998,Strategy,Vivendi Games,0,0.02,0,0,0.02
14092,14937,Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0,0.02,0,0,0.02
14093,14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games,0,0,0.02,0,0.02
14094,14939,Battlefield 2: Modern Combat(JP sales),PS2,2005,Action,Electronic Arts,0,0,0.02,0,0.02
14095,14940,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
14096,14941,Stake: Fortune Fighters,XB,2003,Action,Metro 3D,0.02,0.01,0,0,0.02
14097,14942,Serious Sam Advance,GBA,2004,Action,Global Star,0.02,0.01,0,0,0.02
14098,14943,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02
14099,14944,Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0,0,0,0.02
14100,14945,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,,Adventure,,0,0,0.02,0,0.02
14101,14946,Pop'n Music 12 Iroha,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
14102,14947,BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
14103,14948,Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0,0.02,0,0,0.02
14104,14949,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02
14105,14950,Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing,0.02,0,0,0,0.02
14106,14951,Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0,0,0.02,0,0.02
14107,14952,No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0,0,0.02,0,0.02
14108,14953,Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega,0,0,0.02,0,0.02
14110,14955,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0,0,0.02,0,0.02
14111,14956,Cold War,XB,2005,Action,DreamCatcher Interactive,0.02,0.01,0,0,0.02
14112,14957,Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0,0,0.02
14113,14958,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,0.02,0,0,0.02
14114,14959,Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0,0,0.02,0,0.02
14115,14960,NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.02
14116,14961,Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
14117,14962,Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.01,0.01,0,0,0.02
14118,14963,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0,0,0.02
14119,14964,Ikki Tousen: Eloquent Fist,PSP,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02
14120,14965,Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,0.02,0,0,0.02
14121,14966,Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment,0.02,0.01,0,0,0.02
14122,14967,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,0.02,0.01,0,0,0.02
14123,14968,Chili Con Carnage,PSP,2007,Action,Eidos Interactive,0,0.02,0,0.01,0.02
14124,14969,Bus Simulator 16,PC,2016,Simulation,Astragon,0,0.02,0,0,0.02
14125,14970,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.02
14126,14971,Teddy Together,3DS,2016,Simulation,Nintendo,0,0.02,0,0,0.02
14127,14972,Pony Luv,DS,2008,Simulation,GSP,0.02,0,0,0,0.02
14128,14973,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0,0,0.02,0,0.02
14129,14974,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02
14130,14975,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
14131,14976,Demigod,PC,2009,Strategy,Atari,0,0.02,0,0,0.02
14132,14977,The Voice,PS3,2014,Action,Activision,0.02,0,0,0,0.02
14133,14979,Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu,0,0,0.02,0,0.02
14134,14980,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
14135,14981,Blade Arcus from Shining EX,PS4,2015,Action,Sega,0,0,0.02,0,0.02
14136,14982,Vantage Master Portable,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
14137,14983,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0,0,0.02,0,0.02
14138,14984,Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02
14139,14985,Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02
14140,14986,Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.02,0,0,0.02
14142,14988,Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory,0,0,0.02,0,0.02
14143,14989,O.M.G. 26 - Our Mini Games,DS,2007,Strategy,505 Games,0.02,0,0,0,0.02
14144,14990,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.02
14145,14991,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02
14146,14992,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Action,Eidos Interactive,0.02,0.01,0,0,0.02
14147,14993,Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive,0.01,0.01,0,0,0.02
14148,14994,Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.01,0,0,0.02
14149,14995,Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0,0,0.02,0,0.02
14150,14996,Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0,0.02
14151,14997,Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0,0.02,0,0,0.02
14152,14998,Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,0.01,0.01,0,0,0.02
14153,14999,Bust-A-Move,3DO,1994,Strategy,Micro Cabin,0,0,0.02,0,0.02
14154,15000,Wii de Asobu: Metroid Prime,Wii,,Action,Nintendo,0,0,0.02,0,0.02
14156,15002,Wii de Asobu: Metroid Prime,Wii,,Action,Nintendo,0,0,0.02,0,0.02
14157,15003,Wangan Midnight Portable,PSP,2007,Racing,Genki,0,0,0.02,0,0.02
14158,15004,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
14159,15005,Canvas 2,PS2,2006,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
14160,15006,Memories Off: Sorekara Again,PS2,2006,Adventure,KID,0,0,0.02,0,0.02
14161,15007,Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Action,Ubisoft,0,0.02,0,0,0.02
14162,15008,11eyes: CrossOver,X360,2009,Adventure,5pb,0,0,0.02,0,0.02
14163,15009,Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,0.02,0,0.02
14164,15010,Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0,0.02,0,0,0.02
14165,15012,AirForce Delta Storm,GBA,2002,Action,Konami Digital Entertainment,0.02,0.01,0,0,0.02
14166,15013,Serious Sam HD: Gold Edition,X360,2011,Action,Mastertronic,0,0.02,0,0,0.02
14167,15015,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0,0.02
14168,15016,Xenosaga I·II,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
14169,15017,SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0,0.02
14170,15018,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,Hudson Soft,0,0,0.02,0,0.02
14172,15020,Fishdom 2 Deluxe,PC,2010,Strategy,Rondomedia,0,0.02,0,0.01,0.02
14173,15021,Kuusen II,PS2,2004,Simulation,Kadokawa Shoten,0,0,0.02,0,0.02
14174,15022,Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,0.02,0,0.02
14175,15023,Bomberman Story DS,DS,2007,Role-Playing,Rising Star Games,0,0,0.02,0,0.02
14176,15024,Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0,0.02,0,0,0.02
14177,15025,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0,0,0.02,0,0.02
14178,15026,Brothers in Arms: Hell's Highway,PC,2008,Action,Ubisoft,0,0.02,0,0,0.02
14179,15027,Are You Alice?,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
14180,15028,Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,0.02,0,0,0,0.02
14181,15029,Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,0.02,0,0,0.02
14182,15030,Kensei: Sacred Fist,PS,1997,Action,Konami Digital Entertainment,0.01,0.01,0,0,0.02
14183,15031,Backyard NFL Football,DS,2007,Sports,Atari,0.02,0,0,0,0.02
14184,15032,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
14185,15033,Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
14186,15034,Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0,0.02
14187,15035,Kung Fu Panda,PC,2008,Action,Activision,0,0.02,0,0,0.02
14188,15036,Gift: Prism,PS2,2006,Adventure,Sweets,0,0,0.02,0,0.02
14189,15037,PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,0.02,0,0,0.02
14190,15038,Shanghai: True Valor,PS,1998,Strategy,Activision,0.01,0.01,0,0,0.02
14191,15039,Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02
14192,15040,Major Dream: Major DS Dream Baseball,DS,2008,Sports,Takara Tomy,0,0,0.02,0,0.02
14193,15041,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0,0,0.02,0,0.02
14194,15042,Thunderbirds,GBA,2004,Action,Vivendi Games,0.02,0.01,0,0,0.02
14195,15043,Winning Post 8 2015,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
14196,15044,Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02
14197,15045,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02
14198,15046,Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0,0.02
14199,15047,Street Fighter X Tekken,PC,2012,Action,Capcom,0,0.02,0,0,0.02
14200,15048,Lunatic Dawn Tempest,PS2,2001,Role-Playing,ArtDink,0,0,0.02,0,0.02
14201,15049,Ceville,PC,2009,Action,Kalypso Media,0,0.02,0,0,0.02
14202,15050,Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,0,0,0.02,0,0.02
14203,15051,Total Immersion Racing,XB,2002,Racing,Empire Interactive,0.02,0.01,0,0,0.02
14204,15052,Totally Spies! 2: Undercover,DS,2006,Action,Atari,0.01,0.01,0,0,0.02
14205,15053,Luxor: The Wrath of Set,PSP,2006,Strategy,Mumbo Jumbo,0.02,0,0,0,0.02
14206,15054,Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,0,0.02,0,0,0.02
14207,15055,NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0,0,0,0.02
14209,15057,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
14210,15058,Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.02
14211,15060,Cocoto Magic Circus,Wii,2008,Action,Neko Entertainment,0.02,0,0,0,0.02
14212,15061,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
14213,15062,Dunamis 15,PS3,2011,Adventure,5pb,0,0,0.02,0,0.02
14214,15063,DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0,0,0.02
14215,15064,Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02,0,0,0,0.02
14216,15065,GT Legends,PC,2005,Racing,Atari,0,0.02,0,0,0.02
14217,15067,Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,0.02,0,0.02
14218,15068,F1 Race Stars,PC,2012,Racing,Codemasters,0,0.02,0,0,0.02
14219,15069,DemiKids: Light Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0,0,0.02
14220,15070,Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,Media Works,0,0,0.02,0,0.02
14222,15072,Escape the Emerald Star,PC,2011,Strategy,PopCap Games,0.02,0,0,0,0.02
14223,15073,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0,0,0.02,0,0.02
14224,15074,Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0,0.02,0,0,0.02
14225,15075,Titanic Mystery,Wii,2010,Strategy,O-Games,0.02,0,0,0,0.02
14226,15076,Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0,0.02,0,0,0.02
14227,15077,Bottom of the 9th '97,PS,1997,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02
14228,15078,Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records,0,0,0.02,0,0.02
14229,15079,Ride,X360,2015,Racing,Milestone S.r.l.,0,0.02,0,0,0.02
14230,15080,Line Rider 2: Unbound,Wii,2008,Strategy,Deep Silver,0.02,0,0,0,0.02
14231,15081,HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0,0,0.02,0,0.02
14232,15082,Treasure Chase,DS,2011,Strategy,Storm City Games,0.02,0,0,0,0.02
14233,15083,Unreal Anthology,PC,2006,Action,Midway Games,0,0.02,0,0,0.02
14235,15085,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0,0.02
14236,15086,G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0,0.01,0.02,0,0.02
14237,15087,Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
14238,15088,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Action,Yuke's,0,0,0.02,0,0.02
14239,15089,Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02
14240,15090,Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,0.02
14241,15091,RayCrisis: Series Termination,PS,1999,Action,JVC,0.01,0.01,0,0,0.02
14242,15092,Left 4 Dead,PC,2008,Action,Electronic Arts,0,0.02,0,0,0.02
14243,15093,Bejeweled 2 Deluxe,PC,2006,Strategy,Focus Home Interactive,0,0.02,0,0,0.02
14244,15094,Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.02
14245,15095,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,Minato Station,0,0,0.02,0,0.02
14246,15096,Toxic Grind,XB,2002,Sports,THQ,0.02,0,0,0,0.02
14247,15097,DiRT,PC,2007,Racing,Codemasters,0,0.02,0,0,0.02
14248,15098,Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.02
14249,15099,Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,0.02,0,0.02
14250,15100,Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0,0,0.02,0,0.02
14251,15101,ScrapLand,XB,2005,Action,Deep Silver,0.02,0,0,0,0.02
14254,15104,Crazy Machines,Wii,2010,Strategy,DTP Entertainment,0.01,0.01,0,0,0.02
14255,15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.02,0,0.02
14256,15106,Blade Arcus from Shining EX,PS3,2015,Action,Sega,0,0,0.02,0,0.02
14257,15107,Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0,0.02,0,0,0.02
14258,15108,Frontlines: Fuel of War,PC,2008,Action,THQ,0,0.02,0,0,0.02
14259,15109,D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02
14260,15110,Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,0.02,0,0,0,0.02
14261,15111,Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,ASCII Media Works,0,0,0.02,0,0.02
14262,15112,Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0,0.02,0,0,0.02
14263,15113,School Days LxH,PS2,2008,Adventure,Interchannel,0,0,0.02,0,0.02
14264,15114,Neo Angelique,PS2,2006,Adventure,Tecmo Koei,0,0,0.02,0,0.02
14265,15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment,0.01,0.01,0,0,0.02
14267,15117,Chaos;Head Noah,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02
14268,15118,Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
14269,15119,Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,0.01,0,0,0.02
14270,15120,Samurai Shodown V,XB,2006,Action,Ignition Entertainment,0.02,0,0,0,0.02
14271,15121,Pro Fishing Challenge,XB,2004,Sports,Atlus,0.02,0,0,0,0.02
14273,15123,Franklin's Great Adventures,DS,2006,Action,Game Factory,0.02,0,0,0,0.02
14274,15124,Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02
14275,15125,SAW,PC,2009,Action,Konami Digital Entertainment,0,0.02,0,0,0.02
14276,15126,Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,Comfort,0,0,0.02,0,0.02
14277,15127,To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0,0,0.02,0,0.02
14278,15128,Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0,0,0.02,0,0.02
14279,15129,Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,Namco Bandai Games,0,0,0.02,0,0.02
14280,15130,Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0,0,0,0.02
14282,15132,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02
14283,15133,Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,0,0,0.02,0,0.02
14284,15134,Serious Sam HD: Gold Edition,PC,2010,Action,Devolver Digital,0,0.02,0,0,0.02
14285,15135,Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0,0,0.02
14286,15136,RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0,0,0,0.02
14287,15137,Homeworld,PC,1998,Strategy,Vivendi Games,0,0.02,0,0,0.02
14288,15138,Freestyle Metal X,XB,2003,Racing,Midway Games,0.02,0,0,0,0.02
14289,15139,Shonen Jump's One Piece: Grand Adventure,PS2,2005,Action,Namco Bandai Games,0.01,0.01,0,0,0.02
14290,15140,Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0,0,0.02
14291,15141,Plants vs. Zombies: Garden Warfare,PC,2014,Action,Electronic Arts,0,0.02,0,0,0.02
14292,15142,Max Payne,PC,2001,Action,Take-Two Interactive,0,0.02,0,0,0.02
14294,15144,Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0.01,0.02
14295,15145,428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0,0,0.02,0,0.02
14296,15146,IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0,0.02,0,0,0.02
14297,15147,Overlord,PC,2007,Strategy,Codemasters,0,0.02,0,0,0.02
14298,15148,Sacred 3,PC,2014,Role-Playing,Deep Silver,0,0.02,0,0,0.02
14299,15149,The Professor's Brain Trainer: Logic,DS,2005,Strategy,505 Games,0.02,0,0,0,0.02
14300,15150,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0,0,0.02
14302,15152,NFL Blitz Pro,GC,2003,Sports,Midway Games,0.02,0,0,0,0.02
14303,15153,Rocket League,PC,2016,Sports,505 Games,0.01,0.01,0,0,0.02
14304,15154,Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02
14305,15155,18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0,0.02,0,0,0.02
14306,15156,Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0,0.02,0,0,0.02
14307,15157,Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
14308,15158,Veggy World,DS,2011,Action,Jack of All Games,0.02,0,0,0,0.02
14309,15159,Commandos: Strike Force,XB,2006,Action,Eidos Interactive,0.02,0,0,0,0.02
14310,15160,Ukiyo no Roushi,PSV,2015,Action,Unknown,0,0,0.02,0,0.02
14311,15161,SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0,0,0,0.02
14312,15162,Warriors of the Lost Empire (JP sales),PSP,2007,Role-Playing,Mercury Games,0,0,0.02,0,0.02
14313,15163,Jojo's Bizarre Adventure,PS,1999,Action,Virgin Interactive,0.01,0.01,0,0,0.02
14314,15164,Lode Runner,DS,2006,Strategy,Hudson Entertainment,0,0,0.02,0,0.02
14315,15165,Zathura,XB,2005,Adventure,Take-Two Interactive,0.02,0,0,0,0.02
14316,15166,Cities in Motion Collection,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02
14317,15167,Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02
14319,15169,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.02
14320,15170,Freedom Wings,DS,2006,Simulation,Natsume,0.02,0,0,0,0.02
14321,15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Strategy,Compile,0,0,0.02,0,0.02
14322,15172,Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
14323,15173,Dream Chronicles,DS,2010,Adventure,Zoo Games,0.02,0,0,0,0.02
14324,15174,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0,0.02,0,0,0.02
14325,15175,The Settlers IV,PC,2001,Strategy,Blue Byte,0,0.02,0,0,0.02
14326,15176,Happiness! De-Lucks,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
14327,15177,Mount & Blade,PC,2008,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02
14328,15178,Doki Majo Plus,DS,2009,Adventure,SNK Playmore,0,0,0.02,0,0.02
